seqnames	start	end	cnv	n_cells
chr2	8300001	8400000	del	100
chr2	8400001	8500000	del	99
chr2	8500001	8600000	del	99
chr2	8600001	8700000	del	99
chr2	8700001	8800000	del	99
chr2	8800001	8900000	del	99
chr2	8900001	9000000	del	98
chr2	9000001	9100000	del	95
chr2	9100001	9200000	del	93
chr2	9200001	9300000	del	92
chr2	9300001	9400000	del	91
chr2	9400001	9500000	del	88
chr2	9500001	9600000	del	88
chr2	9600001	9700000	del	88
chr2	9700001	9800000	del	88
chr2	9800001	9900000	del	88
chr2	9900001	10000000	del	88
chr2	10000001	10100000	del	88
chr2	10100001	10200000	del	88
chr2	10200001	10300000	del	88
chr2	10300001	10400000	del	88
chr2	10400001	10500000	del	88
chr2	10500001	10600000	del	88
chr2	10600001	10700000	del	88
chr2	10700001	10800000	del	88
chr2	10800001	10900000	del	89
chr2	11000001	11100000	del	87
chr2	11100001	11200000	del	87
chr2	11200001	11300000	del	87
chr2	11300001	11400000	del	87
chr2	11400001	11500000	del	87
chr2	11500001	11600000	del	87
chr2	11600001	11700000	del	87
chr2	11700001	11800000	del	88
chr2	11800001	11900000	del	88
chr2	11900001	12000000	del	89
chr2	12000001	12100000	del	89
chr2	12100001	12200000	del	90
chr2	12200001	12300000	del	91
chr2	12300001	12400000	del	91
chr2	12400001	12500000	del	91
chr2	12500001	12600000	del	91
chr2	12600001	12700000	del	91
chr2	12700001	12800000	del	91
chr2	12800001	12900000	del	92
chr2	12900001	13000000	del	92
chr2	13000001	13100000	del	92
chr2	13100001	13200000	del	92
chr2	13200001	13300000	del	92
chr2	13300001	13400000	del	92
chr2	13400001	13500000	del	92
chr2	13500001	13600000	del	92
chr2	13600001	13700000	del	92
chr2	13800001	13900000	del	92
chr2	13900001	14000000	del	92
chr2	14000001	14100000	del	92
chr2	14100001	14200000	del	92
chr2	14200001	14300000	del	92
chr2	14300001	14400000	del	92
chr2	14400001	14500000	del	93
chr2	14500001	14600000	del	93
chr2	14600001	14700000	del	93
chr2	14700001	14800000	del	93
chr2	14800001	14900000	del	92
chr2	14900001	15000000	del	92
chr2	15000001	15100000	del	92
chr2	15100001	15200000	del	92
chr2	15200001	15300000	del	92
chr2	15300001	15400000	del	91
chr2	15400001	15500000	del	89
chr2	15500001	15600000	del	89
chr2	15600001	15700000	del	89
chr2	15700001	15800000	del	89
chr2	15800001	15900000	del	89
chr2	15900001	16000000	del	89
chr2	16000001	16100000	del	89
chr2	16200001	16300000	del	89
chr2	16300001	16400000	del	89
chr2	16400001	16500000	del	87
chr2	16500001	16600000	del	86
chr2	16600001	16700000	del	85
chr2	16700001	16800000	del	85
chr2	16800001	16900000	del	85
chr2	16900001	17000000	del	84
chr2	17000001	17100000	del	84
chr2	17100001	17200000	del	84
chr2	17200001	17300000	del	83
chr2	17300001	17400000	del	83
chr2	17400001	17500000	del	83
chr2	17500001	17600000	del	81
chr2	17600001	17700000	del	79
chr2	17700001	17800000	del	77
chr2	17800001	17900000	del	77
chr2	17900001	18000000	del	77
chr2	18000001	18100000	del	77
chr2	18100001	18200000	del	77
chr2	18200001	18300000	del	77
chr2	18300001	18400000	del	77
chr2	18400001	18500000	del	76
chr2	18500001	18600000	del	75
chr2	18600001	18700000	del	75
chr2	18700001	18800000	del	75
chr2	18800001	18900000	del	75
chr2	18900001	19000000	del	75
chr2	19000001	19100000	del	75
chr2	19100001	19200000	del	75
chr2	19200001	19300000	del	75
chr2	19300001	19400000	del	75
chr2	19400001	19500000	del	75
chr2	19500001	19600000	del	75
chr2	19600001	19700000	del	75
chr2	19700001	19800000	del	75
chr2	19800001	19900000	del	74
chr2	19900001	20000000	del	74
chr2	20000001	20100000	del	74
chr2	20100001	20200000	del	75
chr2	20200001	20300000	del	75
chr2	20300001	20400000	del	75
chr2	20400001	20500000	del	75
chr2	20500001	20600000	del	77
chr2	20600001	20700000	del	77
chr2	20700001	20800000	del	85
chr2	20800001	20900000	del	87
chr2	20900001	21000000	del	90
chr2	21000001	21100000	del	91
chr2	21100001	21200000	del	92
chr2	21200001	21300000	del	93
chr2	21300001	21400000	del	93
chr2	21400001	21500000	del	93
chr2	21500001	21600000	del	92
chr2	21600001	21700000	del	92
chr2	21700001	21800000	del	92
chr2	21800001	21900000	del	92
chr2	22000001	22100000	del	93
chr2	22100001	22200000	del	93
chr2	22200001	22300000	del	93
chr2	22300001	22400000	del	93
chr2	22400001	22500000	del	93
chr2	22500001	22600000	del	92
chr2	22600001	22700000	del	92
chr2	22700001	22800000	del	92
chr2	22800001	22900000	del	92
chr2	22900001	23000000	del	92
chr2	23000001	23100000	del	92
chr2	23100001	23200000	del	91
chr2	23200001	23300000	del	91
chr2	23300001	23400000	del	91
chr2	23400001	23500000	del	90
chr2	23500001	23600000	del	89
chr2	23600001	23700000	del	84
chr2	23700001	23800000	del	77
chr2	23800001	23900000	amp	72
chr2	23900001	24000000	amp	73
chr2	24000001	24100000	amp	73
chr2	24100001	24200000	amp	73
chr2	24200001	24300000	amp	74
chr2	24300001	24400000	amp	75
chr2	24400001	24500000	amp	75
chr2	24500001	24600000	amp	75
chr2	24600001	24700000	amp	78
chr2	24700001	24800000	amp	78
chr2	24800001	24900000	amp	84
chr2	24900001	25000000	amp	88
chr2	25000001	25100000	amp	89
chr2	25100001	25200000	amp	94
chr2	25200001	25300000	amp	99
chr2	25300001	25400000	amp	102
chr2	25400001	25500000	amp	103
chr2	25500001	25600000	amp	103
chr2	25600001	25700000	amp	103
chr2	25700001	25800000	amp	104
chr2	25800001	25900000	amp	105
chr2	25900001	26000000	amp	105
chr2	26000001	26100000	amp	105
chr2	26100001	26200000	amp	105
chr2	26200001	26300000	amp	106
chr2	26300001	26400000	amp	106
chr2	26400001	26500000	amp	106
chr2	26500001	26600000	amp	107
chr2	26600001	26700000	amp	110
chr2	26700001	26800000	amp	110
chr2	26800001	26900000	amp	112
chr2	26900001	27000000	amp	118
chr2	27000001	27100000	amp	118
chr2	27100001	27200000	amp	118
chr2	27200001	27300000	amp	118
chr2	27300001	27400000	amp	118
chr2	27400001	27500000	amp	117
chr2	27500001	27600000	amp	116
chr2	27600001	27700000	amp	116
chr2	27700001	27800000	amp	116
chr2	27800001	27900000	amp	114
chr2	27900001	28000000	amp	114
chr2	28000001	28100000	amp	113
chr2	28100001	28200000	amp	113
chr2	28200001	28300000	amp	113
chr2	28300001	28400000	amp	113
chr2	28400001	28500000	amp	113
chr2	28500001	28600000	amp	113
chr2	28600001	28700000	amp	111
chr2	28700001	28800000	amp	111
chr2	28800001	28900000	amp	111
chr2	28900001	29000000	amp	111
chr2	29000001	29100000	amp	110
chr2	29100001	29200000	amp	110
chr2	29200001	29300000	amp	110
chr2	29300001	29400000	amp	110
chr2	29400001	29500000	amp	110
chr2	29500001	29600000	amp	110
chr2	29600001	29700000	amp	110
chr2	29700001	29800000	amp	110
chr2	29800001	29900000	amp	110
chr2	29900001	30000000	amp	110
chr2	30000001	30100000	amp	110
chr2	30100001	30200000	amp	110
chr2	30200001	30300000	amp	110
chr2	30300001	30400000	amp	109
chr2	30400001	30500000	amp	109
chr2	30500001	30600000	amp	109
chr2	30600001	30700000	amp	109
chr2	30700001	30800000	amp	108
chr2	30800001	30900000	amp	108
chr2	30900001	31000000	amp	108
chr2	31000001	31100000	amp	108
chr2	31100001	31200000	amp	108
chr2	31200001	31300000	amp	108
chr2	31300001	31400000	amp	108
chr2	31400001	31500000	amp	108
chr2	31500001	31600000	amp	108
chr2	31600001	31700000	amp	108
chr2	31700001	31800000	amp	108
chr2	31800001	31900000	amp	108
chr2	31900001	32000000	amp	109
chr2	32000001	32100000	amp	109
chr2	32100001	32200000	amp	109
chr2	32200001	32300000	amp	109
chr2	32300001	32400000	amp	109
chr2	32400001	32500000	amp	110
chr2	32500001	32600000	amp	110
chr2	32600001	32700000	amp	110
chr2	32700001	32800000	amp	109
chr2	33000001	33100000	amp	109
chr2	33100001	33200000	amp	110
chr2	33200001	33300000	amp	110
chr2	33300001	33400000	amp	110
chr2	33400001	33500000	amp	110
chr2	33500001	33600000	amp	110
chr2	33600001	33700000	amp	111
chr2	33800001	33900000	amp	111
chr2	33900001	34000000	amp	111
chr2	34000001	34100000	amp	111
chr2	34100001	34200000	amp	112
chr2	34200001	34300000	amp	112
chr2	34300001	34400000	amp	112
chr2	34400001	34500000	amp	112
chr2	34500001	34600000	amp	112
chr2	34600001	34700000	amp	112
chr2	34700001	34800000	amp	112
chr2	34800001	34900000	amp	112
chr2	34900001	35000000	amp	112
chr2	35000001	35100000	amp	112
chr2	35100001	35200000	amp	112
chr2	35200001	35300000	amp	112
chr2	35300001	35400000	amp	111
chr2	35400001	35500000	amp	111
chr2	35500001	35600000	amp	111
chr2	35600001	35700000	amp	111
chr2	35700001	35800000	amp	112
chr2	35800001	35900000	amp	112
chr2	35900001	36000000	amp	112
chr2	36000001	36100000	amp	113
chr2	36200001	36300000	amp	113
chr2	36300001	36400000	amp	113
chr2	36400001	36500000	amp	114
chr2	36500001	36600000	amp	114
chr2	36600001	36700000	amp	115
chr2	36700001	36800000	amp	115
chr2	36800001	36900000	amp	127
chr2	36900001	37000000	amp	129
chr2	37000001	37100000	amp	129
chr2	37100001	37200000	amp	129
chr2	37200001	37300000	amp	129
chr2	37300001	37400000	amp	129
chr2	37400001	37500000	amp	129
chr2	37500001	37600000	amp	129
chr2	37600001	37700000	amp	129
chr2	37700001	37800000	amp	129
chr2	37800001	37900000	amp	129
chr2	37900001	38000000	amp	129
chr2	38000001	38100000	amp	129
chr2	38100001	38200000	amp	129
chr2	38200001	38300000	amp	130
chr2	38300001	38400000	amp	130
chr2	38400001	38500000	amp	130
chr2	38500001	38600000	amp	130
chr2	38600001	38700000	amp	130
chr2	38700001	38800000	amp	130
chr2	38800001	38900000	amp	130
chr2	38900001	39000000	amp	130
chr2	39000001	39100000	amp	130
chr2	39100001	39200000	amp	131
chr2	39200001	39300000	amp	131
chr2	39300001	39400000	amp	131
chr2	39400001	39500000	amp	131
chr2	39500001	39600000	amp	131
chr2	39600001	39700000	amp	131
chr2	39700001	39800000	amp	131
chr2	39800001	39900000	amp	131
chr2	39900001	40000000	amp	131
chr2	40000001	40100000	amp	131
chr2	40100001	40200000	amp	131
chr2	40200001	40300000	amp	131
chr2	40300001	40400000	amp	131
chr2	40400001	40500000	amp	131
chr2	40500001	40600000	amp	131
chr2	40600001	40700000	amp	131
chr2	40700001	40800000	amp	131
chr2	40800001	40900000	amp	131
chr2	40900001	41000000	amp	131
chr2	41000001	41100000	amp	131
chr2	41100001	41200000	amp	132
chr2	41200001	41300000	amp	133
chr2	41300001	41400000	amp	133
chr2	41400001	41500000	amp	134
chr2	41500001	41600000	amp	134
chr2	41600001	41700000	amp	135
chr2	41700001	41800000	amp	135
chr2	41800001	41900000	amp	135
chr2	41900001	42000000	amp	135
chr2	42000001	42100000	amp	137
chr2	42100001	42200000	amp	137
chr2	42200001	42300000	amp	137
chr2	42300001	42400000	amp	137
chr2	42400001	42500000	amp	137
chr2	42500001	42600000	amp	137
chr2	42600001	42700000	amp	137
chr2	42700001	42800000	amp	137
chr2	42800001	42900000	amp	137
chr2	42900001	43000000	amp	137
chr2	43000001	43100000	amp	138
chr2	43100001	43200000	amp	138
chr2	43200001	43300000	amp	138
chr2	43300001	43400000	amp	138
chr2	43400001	43500000	amp	138
chr2	43500001	43600000	amp	138
chr2	43600001	43700000	amp	139
chr2	43700001	43800000	amp	139
chr2	43800001	43900000	amp	139
chr2	43900001	44000000	amp	138
chr2	44000001	44100000	amp	138
chr2	44100001	44200000	amp	138
chr2	44200001	44300000	amp	138
chr2	44300001	44400000	amp	138
chr2	44400001	44500000	amp	138
chr2	44500001	44600000	amp	138
chr2	44600001	44700000	amp	138
chr2	44700001	44800000	amp	138
chr2	44800001	44900000	amp	138
chr2	44900001	45000000	amp	138
chr2	45000001	45100000	amp	138
chr2	45100001	45200000	amp	138
chr2	45200001	45300000	amp	138
chr2	45300001	45400000	amp	138
chr2	45400001	45500000	amp	138
chr2	45500001	45600000	amp	139
chr2	45600001	45700000	amp	139
chr2	45700001	45800000	amp	139
chr2	45800001	45900000	amp	139
chr2	45900001	46000000	amp	138
chr2	46000001	46100000	amp	138
chr2	46100001	46200000	amp	138
chr2	46200001	46300000	amp	138
chr2	46300001	46400000	amp	139
chr2	46400001	46500000	amp	139
chr2	46500001	46600000	amp	139
chr2	46600001	46700000	amp	139
chr2	46700001	46800000	amp	139
chr2	46800001	46900000	amp	139
chr2	46900001	47000000	amp	140
chr2	47000001	47100000	amp	140
chr2	47100001	47200000	amp	141
chr2	47200001	47300000	amp	140
chr2	47300001	47400000	amp	138
chr2	47400001	47500000	amp	138
chr2	47500001	47600000	amp	138
chr2	47600001	47700000	amp	137
chr2	47700001	47800000	amp	135
chr2	47800001	47900000	amp	135
chr2	47900001	48000000	amp	135
chr2	48000001	48100000	amp	135
chr2	48100001	48200000	amp	135
chr2	48200001	48300000	amp	135
chr2	48300001	48400000	amp	134
chr2	48400001	48500000	amp	134
chr2	48500001	48600000	amp	133
chr2	48600001	48700000	amp	132
chr2	48700001	48800000	amp	133
chr2	48800001	48900000	amp	133
chr2	48900001	49000000	amp	133
chr2	49000001	49100000	amp	133
chr2	49100001	49200000	amp	133
chr2	49300001	49400000	amp	133
chr2	49400001	49500000	amp	133
chr2	49500001	49600000	amp	133
chr2	49600001	49700000	amp	133
chr2	49700001	49800000	amp	132
chr2	49800001	49900000	amp	132
chr2	49900001	50000000	amp	131
chr2	50000001	50100000	amp	131
chr2	50100001	50200000	amp	131
chr2	50200001	50300000	amp	131
chr2	50300001	50400000	amp	131
chr2	50400001	50500000	amp	131
chr2	50500001	50600000	amp	131
chr2	50600001	50700000	amp	131
chr2	50700001	50800000	amp	131
chr2	50800001	50900000	amp	131
chr2	50900001	51000000	amp	131
chr2	51000001	51100000	amp	131
chr2	51100001	51200000	amp	131
chr2	51200001	51300000	amp	131
chr2	51300001	51400000	amp	130
chr2	51400001	51500000	amp	130
chr2	51500001	51600000	amp	130
chr2	51600001	51700000	amp	130
chr2	51700001	51800000	amp	130
chr2	51800001	51900000	amp	130
chr2	51900001	52000000	amp	130
chr2	52000001	52100000	amp	130
chr2	52100001	52200000	amp	130
chr2	52200001	52300000	amp	130
chr2	52300001	52400000	amp	130
chr2	52400001	52500000	amp	130
chr2	52500001	52600000	amp	130
chr2	52600001	52700000	amp	131
chr2	52700001	52800000	amp	131
chr2	52800001	52900000	amp	131
chr2	52900001	53000000	amp	132
chr2	53000001	53100000	amp	132
chr2	53100001	53200000	amp	132
chr2	53200001	53300000	amp	134
chr2	53300001	53400000	amp	134
chr2	53400001	53500000	amp	134
chr2	53500001	53600000	amp	134
chr2	53600001	53700000	amp	138
chr2	53700001	53800000	amp	139
chr2	53800001	53900000	amp	138
chr2	53900001	54000000	amp	138
chr2	54000001	54100000	amp	139
chr2	54100001	54200000	amp	140
chr2	54200001	54300000	amp	141
chr2	54300001	54400000	amp	141
chr2	54400001	54500000	amp	141
chr2	54500001	54600000	amp	141
chr2	54600001	54700000	amp	141
chr2	54700001	54800000	amp	141
chr2	54800001	54900000	amp	141
chr2	54900001	55000000	amp	141
chr2	55000001	55100000	amp	141
chr2	55100001	55200000	amp	141
chr2	55200001	55300000	amp	140
chr2	55300001	55400000	amp	140
chr2	55400001	55500000	amp	139
chr2	55500001	55600000	amp	139
chr2	55600001	55700000	amp	139
chr2	55700001	55800000	amp	139
chr2	55800001	55900000	amp	139
chr2	55900001	56000000	amp	138
chr2	56000001	56100000	amp	138
chr2	56100001	56200000	amp	138
chr2	56200001	56300000	amp	138
chr2	56300001	56400000	amp	138
chr2	56400001	56500000	amp	138
chr2	56500001	56600000	amp	138
chr2	56600001	56700000	amp	138
chr2	56700001	56800000	amp	138
chr2	56800001	56900000	amp	138
chr2	56900001	57000000	amp	138
chr2	57000001	57100000	amp	138
chr2	57100001	57200000	amp	138
chr2	57200001	57300000	amp	137
chr2	57300001	57400000	amp	137
chr2	57400001	57500000	amp	136
chr2	57500001	57600000	amp	136
chr2	57600001	57700000	amp	136
chr2	57700001	57800000	amp	136
chr2	57800001	57900000	amp	136
chr2	57900001	58000000	amp	136
chr2	58000001	58100000	amp	137
chr2	58100001	58200000	amp	137
chr2	58200001	58300000	amp	137
chr2	58300001	58400000	amp	137
chr2	58400001	58500000	amp	138
chr2	58500001	58600000	amp	139
chr2	58600001	58700000	amp	139
chr2	58700001	58800000	amp	139
chr2	58800001	58900000	amp	139
chr2	58900001	59000000	amp	139
chr2	59000001	59100000	amp	139
chr2	59100001	59200000	amp	139
chr2	59200001	59300000	amp	139
chr2	59300001	59400000	amp	139
chr2	59400001	59500000	amp	139
chr2	59500001	59600000	amp	139
chr2	59600001	59700000	amp	140
chr2	59700001	59800000	amp	140
chr2	59800001	59900000	amp	142
chr2	59900001	60000000	amp	142
chr2	60000001	60100000	amp	142
chr2	60100001	60200000	amp	144
chr2	60200001	60300000	amp	147
chr2	60300001	60400000	amp	153
chr2	60400001	60500000	amp	155
chr2	60500001	60600000	amp	157
chr2	60600001	60700000	amp	157
chr2	60700001	60800000	amp	157
chr2	60800001	60900000	amp	158
chr2	60900001	61000000	amp	157
chr2	61000001	61100000	amp	157
chr2	61100001	61200000	amp	157
chr2	61200001	61300000	amp	157
chr2	61300001	61400000	amp	157
chr2	61400001	61500000	amp	157
chr2	61500001	61600000	amp	157
chr2	61600001	61700000	amp	157
chr2	61700001	61800000	amp	157
chr2	61800001	61900000	amp	157
chr2	61900001	62000000	amp	157
chr2	62000001	62100000	amp	157
chr2	62100001	62200000	amp	157
chr2	62200001	62300000	amp	157
chr2	62300001	62400000	amp	157
chr2	62400001	62500000	amp	157
chr2	62500001	62600000	amp	158
chr2	62600001	62700000	amp	158
chr2	62700001	62800000	amp	158
chr2	62800001	62900000	amp	158
chr2	62900001	63000000	amp	158
chr2	63000001	63100000	amp	158
chr2	63100001	63200000	amp	158
chr2	63200001	63300000	amp	158
chr2	63300001	63400000	amp	158
chr2	63400001	63500000	amp	158
chr2	63500001	63600000	amp	158
chr2	63600001	63700000	amp	159
chr2	63700001	63800000	amp	160
chr2	63800001	63900000	amp	165
chr2	63900001	64000000	amp	165
chr2	64000001	64100000	amp	166
chr2	64100001	64200000	amp	166
chr2	64200001	64300000	amp	166
chr2	64400001	64500000	amp	166
chr2	64500001	64600000	amp	167
chr2	64600001	64700000	amp	168
chr2	64700001	64800000	amp	168
chr2	64800001	64900000	amp	168
chr2	64900001	65000000	amp	168
chr2	65000001	65100000	amp	167
chr2	65100001	65200000	amp	164
chr2	65200001	65300000	amp	157
chr2	65300001	65400000	amp	157
chr2	65400001	65500000	amp	155
chr2	65500001	65600000	amp	155
chr2	65600001	65700000	amp	154
chr2	65700001	65800000	amp	155
chr2	65800001	65900000	amp	155
chr2	65900001	66000000	amp	154
chr2	66000001	66100000	amp	154
chr2	66100001	66200000	amp	154
chr2	66200001	66300000	amp	154
chr2	66300001	66400000	amp	154
chr2	66400001	66500000	amp	155
chr2	66500001	66600000	amp	155
chr2	66600001	66700000	amp	155
chr2	66700001	66800000	amp	155
chr2	66800001	66900000	amp	154
chr2	66900001	67000000	amp	154
chr2	67000001	67100000	amp	154
chr2	67100001	67200000	amp	154
chr2	67200001	67300000	amp	154
chr2	67300001	67400000	amp	153
chr2	67400001	67500000	amp	153
chr2	67500001	67600000	amp	153
chr2	67600001	67700000	amp	153
chr2	67700001	67800000	amp	153
chr2	67800001	67900000	amp	154
chr2	67900001	68000000	amp	157
chr2	68000001	68100000	amp	163
chr2	68100001	68200000	amp	169
chr2	68200001	68300000	amp	169
chr2	68300001	68400000	amp	169
chr2	68400001	68500000	amp	169
chr2	68500001	68600000	amp	169
chr2	68600001	68700000	amp	169
chr2	68700001	68800000	amp	169
chr2	68800001	68900000	amp	169
chr2	68900001	69000000	amp	169
chr2	69000001	69100000	amp	169
chr2	69100001	69200000	amp	169
chr2	69200001	69300000	amp	169
chr2	69300001	69400000	amp	171
chr2	69400001	69500000	amp	170
chr2	69500001	69600000	amp	170
chr2	69600001	69700000	amp	170
chr2	69700001	69800000	amp	170
chr2	69800001	69900000	amp	169
chr2	69900001	70000000	amp	169
chr2	70000001	70100000	amp	169
chr2	70100001	70200000	amp	169
chr2	70200001	70300000	amp	169
chr2	70300001	70400000	amp	169
chr2	70400001	70500000	amp	169
chr2	70500001	70600000	amp	169
chr2	70600001	70700000	amp	169
chr2	70700001	70800000	amp	168
chr2	70800001	70900000	amp	168
chr2	70900001	71000000	amp	168
chr2	71000001	71100000	amp	167
chr2	71100001	71200000	amp	167
chr2	71200001	71300000	amp	165
chr2	71300001	71400000	amp	148
chr2	71400001	71500000	amp	133
chr2	71500001	71600000	amp	132
chr2	71600001	71700000	amp	131
chr2	71700001	71800000	amp	130
chr2	71800001	71900000	amp	130
chr2	71900001	72000000	amp	130
chr2	72000001	72100000	amp	130
chr2	72100001	72200000	amp	130
chr2	72200001	72300000	amp	130
chr2	72300001	72400000	amp	130
chr2	72400001	72500000	amp	130
chr2	72500001	72600000	amp	130
chr2	72600001	72700000	amp	129
chr2	72700001	72800000	amp	129
chr2	72800001	72900000	amp	129
chr2	72900001	73000000	amp	129
chr2	73000001	73100000	amp	129
chr2	73100001	73200000	amp	129
chr2	73200001	73300000	amp	129
chr2	73300001	73400000	amp	128
chr2	73400001	73500000	amp	128
chr2	73500001	73600000	amp	128
chr2	73600001	73700000	amp	128
chr2	73700001	73800000	amp	129
chr2	73800001	73900000	amp	129
chr2	73900001	74000000	amp	129
chr2	74000001	74100000	amp	129
chr2	74100001	74200000	amp	130
chr2	74200001	74300000	amp	130
chr2	74300001	74400000	amp	131
chr2	74400001	74500000	amp	131
chr2	74500001	74600000	amp	130
chr2	74600001	74700000	amp	129
chr2	74700001	74800000	amp	126
chr2	74800001	74900000	amp	121
chr2	74900001	75000000	amp	107
chr2	75000001	75100000	amp	92
chr2	75100001	75200000	amp	87
chr2	75200001	75300000	del	50
chr2	75200001	75300000	amp	83
chr2	75300001	75400000	del	52
chr2	75300001	75400000	amp	80
chr2	75400001	75500000	del	54
chr2	75400001	75500000	amp	78
chr2	75500001	75600000	del	54
chr2	75500001	75600000	amp	77
chr2	75600001	75700000	del	54
chr2	75600001	75700000	amp	75
chr2	75700001	75800000	del	62
chr2	75700001	75800000	amp	70
chr2	75800001	75900000	del	65
chr2	75800001	75900000	amp	66
chr2	75900001	76000000	del	68
chr2	75900001	76000000	amp	64
chr2	76000001	76100000	del	71
chr2	76000001	76100000	amp	61
chr2	76100001	76200000	del	73
chr2	76100001	76200000	amp	58
chr2	76200001	76300000	del	75
chr2	76200001	76300000	amp	57
chr2	76300001	76400000	del	77
chr2	76300001	76400000	amp	57
chr2	76400001	76500000	del	77
chr2	76400001	76500000	amp	57
chr2	76500001	76600000	del	80
chr2	76500001	76600000	amp	55
chr2	76600001	76700000	del	81
chr2	76600001	76700000	amp	52
chr2	76700001	76800000	del	86
chr2	76800001	76900000	del	86
chr2	76900001	77000000	del	86
chr2	77000001	77100000	del	86
chr2	77100001	77200000	del	86
chr2	77200001	77300000	del	86
chr2	77300001	77400000	del	86
chr2	77400001	77500000	del	87
chr2	77500001	77600000	del	88
chr2	77600001	77700000	del	88
chr2	77700001	77800000	del	88
chr2	77800001	77900000	del	89
chr2	77900001	78000000	del	89
chr2	78000001	78100000	del	89
chr2	78100001	78200000	del	89
chr2	78200001	78300000	del	89
chr2	78300001	78400000	del	89
chr2	78400001	78500000	del	89
chr2	78500001	78600000	del	89
chr2	78600001	78700000	del	89
chr2	78700001	78800000	del	89
chr2	78800001	78900000	del	89
chr2	78900001	79000000	del	89
chr2	79000001	79100000	del	89
chr2	79100001	79200000	del	89
chr2	79200001	79300000	del	89
chr2	79300001	79400000	del	89
chr2	79400001	79500000	del	89
chr2	79500001	79600000	del	89
chr2	79600001	79700000	del	89
chr2	79700001	79800000	del	89
chr2	79800001	79900000	del	89
chr2	79900001	80000000	del	89
chr2	80000001	80100000	del	89
chr2	80100001	80200000	del	89
chr2	80200001	80300000	del	88
chr2	80300001	80400000	del	87
chr2	80400001	80500000	del	86
chr2	80500001	80600000	del	86
chr2	80600001	80700000	del	86
chr2	80700001	80800000	del	85
chr2	80800001	80900000	del	85
chr2	80900001	81000000	del	85
chr2	81000001	81100000	del	85
chr2	81100001	81200000	del	84
chr2	81200001	81300000	del	84
chr2	81300001	81400000	del	84
chr2	81400001	81500000	del	84
chr2	81500001	81600000	del	84
chr2	81600001	81700000	del	84
chr2	81700001	81800000	del	84
chr2	81800001	81900000	del	84
chr2	81900001	82000000	del	84
chr2	82000001	82100000	del	84
chr2	82100001	82200000	del	85
chr2	82200001	82300000	del	85
chr2	82300001	82400000	del	85
chr2	82400001	82500000	del	85
chr2	82500001	82600000	del	85
chr2	82600001	82700000	del	85
chr2	82700001	82800000	del	84
chr2	82800001	82900000	del	83
chr2	82900001	83000000	del	82
chr2	83000001	83100000	del	81
chr2	83100001	83200000	del	75
chr2	83200001	83300000	del	75
chr2	83300001	83400000	del	74
chr2	83400001	83500000	del	74
chr2	83500001	83600000	del	74
chr2	83600001	83700000	del	74
chr2	83700001	83800000	del	71
chr2	83800001	83900000	del	70
chr2	83900001	84000000	del	66
chr2	84000001	84100000	del	57
chr2	84000001	84100000	amp	52
chr2	84100001	84200000	del	52
chr2	84100001	84200000	amp	55
chr2	84200001	84300000	amp	56
chr2	84300001	84400000	amp	69
chr2	84400001	84500000	amp	80
chr2	84500001	84600000	amp	80
chr2	84600001	84700000	amp	83
chr2	84700001	84800000	amp	92
chr2	84800001	84900000	amp	99
chr2	84900001	85000000	amp	99
chr2	85000001	85100000	amp	98
chr2	85100001	85200000	amp	98
chr2	85200001	85300000	amp	100
chr2	85300001	85400000	amp	102
chr2	85400001	85500000	amp	102
chr2	85500001	85600000	amp	102
chr2	85600001	85700000	amp	102
chr2	85700001	85800000	amp	102
chr2	85800001	85900000	amp	101
chr2	85900001	86000000	amp	100
chr2	86000001	86100000	amp	100
chr2	86100001	86200000	amp	100
chr2	86200001	86300000	amp	101
chr2	86300001	86400000	amp	101
chr2	86400001	86500000	amp	101
chr2	86500001	86600000	amp	101
chr2	86700001	86800000	amp	101
chr2	86800001	86900000	amp	101
chr2	88000001	88100000	amp	99
chr2	88100001	88200000	amp	98
chr2	88200001	88300000	amp	96
chr2	88300001	88400000	amp	96
chr2	88400001	88500000	amp	96
chr2	88500001	88600000	amp	97
chr2	88600001	88700000	amp	95
chr2	88900001	89000000	amp	91
chr2	89000001	89100000	amp	88
chr2	89100001	89200000	amp	83
chr2	94600001	94700000	amp	83
chr2	94700001	94800000	amp	83
chr2	94800001	94900000	amp	83
chr2	94900001	95000000	amp	83
chr2	95000001	95100000	amp	82
chr2	95100001	95200000	amp	82
chr2	95200001	95300000	amp	82
chr2	95300001	95400000	amp	82
chr2	95400001	95500000	amp	82
chr2	95500001	95600000	amp	82
chr2	95600001	95700000	amp	82
chr2	95700001	95800000	amp	82
chr2	96100001	96200000	amp	82
chr2	96200001	96300000	amp	82
chr2	96300001	96400000	amp	82
chr2	96400001	96500000	amp	82
chr2	96500001	96600000	amp	82
chr2	96600001	96700000	amp	82
chr2	96700001	96800000	amp	82
chr2	96800001	96900000	amp	81
chr2	96900001	97000000	amp	81
chr2	97000001	97100000	amp	81
chr2	97700001	97800000	amp	81
chr2	97800001	97900000	amp	81
chr2	97900001	98000000	amp	80
chr2	98000001	98100000	amp	80
chr2	98100001	98200000	amp	80
chr2	98200001	98300000	amp	80
chr2	98300001	98400000	amp	80
chr2	98400001	98500000	amp	80
chr2	98500001	98600000	amp	80
chr2	98600001	98700000	amp	79
chr2	98700001	98800000	amp	78
chr2	98800001	98900000	amp	76
